,tag_id,tag_name,tag_category,tag_rank,title_id,title_native,title_romaji
6622,50,Seinen,Demographic,20,73913,封神記,Feng Shen Ji
6623,94,Gore,Theme-Other,20,73913,封神記,Feng Shen Ji
6624,152,Zombie,Cast-Traits,20,73913,封神記,Feng Shen Ji
6625,224,Dragons,Cast-Traits,20,73913,封神記,Feng Shen Ji
6626,207,Full Color,Technical,20,73913,封神記,Feng Shen Ji
6627,46,School,Setting-Scene,79,60779,鉄楽レトラ,Tetsugaku Letra
6628,56,Shounen,Demographic,79,60779,鉄楽レトラ,Tetsugaku Letra
6629,102,Coming of Age,Theme-Drama,79,60779,鉄楽レトラ,Tetsugaku Letra
6630,82,Male Protagonist,Cast-Main Cast,75,60779,鉄楽レトラ,Tetsugaku Letra
6631,209,Dancing,Theme-Arts-Music,73,60779,鉄楽レトラ,Tetsugaku Letra
6632,171,Bullying,Theme-Drama,60,60779,鉄楽レトラ,Tetsugaku Letra
6633,192,Basketball,Theme-Game-Sport,56,60779,鉄楽レトラ,Tetsugaku Letra
6634,86,Primarily Female Cast,Cast-Main Cast,95,47552,のんのんびより,Non Non Biyori
6635,81,Iyashikei,Theme-Slice of Life,94,47552,のんのんびより,Non Non Biyori
6636,446,Primarily Child Cast,Cast-Main Cast,92,47552,のんのんびより,Non Non Biyori
6637,250,Rural,Setting-Scene,88,47552,のんのんびより,Non Non Biyori
6638,105,Ensemble Cast,Cast-Main Cast,88,47552,のんのんびより,Non Non Biyori
6639,50,Seinen,Demographic,79,47552,のんのんびより,Non Non Biyori
6640,92,Cute Girls Doing Cute Things,Theme-Slice of Life,75,47552,のんのんびより,Non Non Biyori
6641,46,School,Setting-Scene,72,47552,のんのんびより,Non Non Biyori
6642,483,LGBTQ+ Themes,Theme-Other,88,46276,Jの総て,J no Subete
6643,75,Boys' Love,Theme-Romance,70,46276,Jの総て,J no Subete
6644,46,School,Setting-Scene,70,46276,Jの総て,J no Subete
6645,85,Tragedy,Theme-Drama,50,46276,Jの総て,J no Subete
6646,96,Time Manipulation,Theme-Sci-Fi,80,33258,遥かな町へ,Haruka na Machi e
6647,488,Age Regression,Cast-Traits,80,33258,遥かな町へ,Haruka na Machi e
6648,82,Male Protagonist,Cast-Main Cast,73,33258,遥かな町へ,Haruka na Machi e
6649,250,Rural,Setting-Scene,60,33258,遥かな町へ,Haruka na Machi e
6650,50,Seinen,Demographic,50,33258,遥かな町へ,Haruka na Machi e
6651,391,Philosophy,Theme-Other,20,33258,遥かな町へ,Haruka na Machi e
6652,25,Historical,Setting-Time,79,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6653,243,Reincarnation,Theme-Other,79,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6654,98,Female Protagonist,Cast-Main Cast,70,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6655,29,Magic,Theme-Fantasy,60,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6656,857,Villainess,Cast-Traits,55,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6657,207,Full Color,Technical,50,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6658,244,Isekai,Theme-Fantasy,50,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6659,103,Politics,Theme-Other,40,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6660,780,Ojou-sama,Cast-Traits,40,130300,"아빠, 나 이 결혼 안 할래요!","Appa, Na I Gyeolhon An Hallaeyo!"
6661,1068,Angels,Cast-Traits,79,110539,ワンルームエンジェル,One Room Angel
6662,138,Age Gap,Theme-Romance,66,110539,ワンルームエンジェル,One Room Angel
6663,82,Male Protagonist,Cast-Main Cast,66,110539,ワンルームエンジェル,One Room Angel
6664,1046,Suicide,Theme-Drama,60,110539,ワンルームエンジェル,One Room Angel
6665,147,Afterlife,Setting-Universe,55,110539,ワンルームエンジェル,One Room Angel
6666,85,Tragedy,Theme-Drama,53,110539,ワンルームエンジェル,One Room Angel
6667,75,Boys' Love,Theme-Romance,42,110539,ワンルームエンジェル,One Room Angel
6668,199,Yakuza,Theme-Other-Organisations,20,110539,ワンルームエンジェル,One Room Angel
6669,243,Reincarnation,Theme-Other,80,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6670,244,Isekai,Theme-Fantasy,79,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6671,46,School,Setting-Scene,60,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6672,311,Rehabilitation,Theme-Drama,55,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6673,139,Love Triangle,Theme-Romance,40,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6674,207,Full Color,Technical,20,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6675,1045,Heterosexual,Theme-Romance,20,103855,고교생을 환불해 주세요,Gogyosaengeul Hwanbulhae Juseyo
6676,653,Office Lady,Cast-Traits,79,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6677,145,Work,Setting-Scene,75,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6678,812,Butler,Cast-Traits,60,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6679,109,Primarily Adult Cast,Cast-Main Cast,53,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6680,207,Full Color,Technical,40,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6681,142,Food,Theme-Arts,20,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6682,98,Female Protagonist,Cast-Main Cast,20,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6683,1045,Heterosexual,Theme-Romance,20,101159,아가씨와 우렁총각,Agassiwa Ureongchonggak
6684,81,Iyashikei,Theme-Slice of Life,97,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6685,254,Kemonomimi,Cast-Traits,88,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6686,253,Gods,Cast-Traits,83,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6687,82,Male Protagonist,Cast-Main Cast,77,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6688,109,Primarily Adult Cast,Cast-Main Cast,73,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6689,92,Cute Girls Doing Cute Things,Theme-Slice of Life,60,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6690,259,Monster Girl,Cast-Traits,42,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6691,308,Video Games,Theme-Game,16,100584,世話やきキツネの仙狐さん,Sewayaki Kitsune no Senko-san
6692,179,Witch,Cast-Traits,96,98741,魔女の旅々,Majo no Tabitabi
6693,29,Magic,Theme-Fantasy,84,98741,魔女の旅々,Majo no Tabitabi
6694,98,Female Protagonist,Cast-Main Cast,82,98741,魔女の旅々,Majo no Tabitabi
6695,193,Episodic,Technical,81,98741,魔女の旅々,Majo no Tabitabi
6696,104,Anti-Hero,Cast-Main Cast,79,98741,魔女の旅々,Majo no Tabitabi
6697,86,Primarily Female Cast,Cast-Main Cast,60,98741,魔女の旅々,Majo no Tabitabi
6698,217,Dystopian,Setting-Time,60,98741,魔女の旅々,Majo no Tabitabi
6699,874,Pandemic,Theme-Other,60,98741,魔女の旅々,Majo no Tabitabi
6700,85,Tragedy,Theme-Drama,58,98741,魔女の旅々,Majo no Tabitabi
6701,240,Amnesia,Cast-Traits,53,98741,魔女の旅々,Majo no Tabitabi
6702,81,Iyashikei,Theme-Slice of Life,50,98741,魔女の旅々,Majo no Tabitabi
6703,94,Gore,Theme-Other,50,98741,魔女の旅々,Majo no Tabitabi
6704,391,Philosophy,Theme-Other,50,98741,魔女の旅々,Majo no Tabitabi
6705,247,Slavery,Theme-Other,40,98741,魔女の旅々,Majo no Tabitabi
6706,96,Time Manipulation,Theme-Sci-Fi,35,98741,魔女の旅々,Majo no Tabitabi
6707,76,Yuri,Theme-Romance,30,98741,魔女の旅々,Majo no Tabitabi
6708,153,Time Skip,Setting-Time,20,98741,魔女の旅々,Majo no Tabitabi
6709,224,Dragons,Cast-Traits,20,98741,魔女の旅々,Majo no Tabitabi
6710,74,Vampire,Cast-Traits,98,97843,블러드 뱅크,Blood Bank
6711,75,Boys' Love,Theme-Romance,85,97843,블러드 뱅크,Blood Bank
6712,207,Full Color,Technical,83,97843,블러드 뱅크,Blood Bank
6713,82,Male Protagonist,Cast-Main Cast,82,97843,블러드 뱅크,Blood Bank
6714,723,Sadism,Sexual Content,79,97843,블러드 뱅크,Blood Bank
6715,246,Bondage,Sexual Content,66,97843,블러드 뱅크,Blood Bank
6716,100,Nudity,Cast-Traits,46,97843,블러드 뱅크,Blood Bank
6717,94,Gore,Theme-Other,43,97843,블러드 뱅크,Blood Bank
6718,95,Steampunk,Theme-Fantasy,36,97843,블러드 뱅크,Blood Bank
6719,247,Slavery,Theme-Other,20,97843,블러드 뱅크,Blood Bank
6720,109,Primarily Adult Cast,Cast-Main Cast,20,97843,블러드 뱅크,Blood Bank
6721,93,Post-Apocalyptic,Setting-Universe,95,73661,終わりのセラフ,Owari no Seraph
6722,74,Vampire,Cast-Traits,94,73661,終わりのセラフ,Owari no Seraph
6723,56,Shounen,Demographic,80,73661,終わりのセラフ,Owari no Seraph
6724,34,Military,Theme-Other-Organisations,77,73661,終わりのセラフ,Owari no Seraph
6725,111,War,Theme-Other,76,73661,終わりのセラフ,Owari no Seraph
6726,636,Cosmic Horror,Theme-Other,73,73661,終わりのセラフ,Owari no Seraph
6727,1045,Heterosexual,Theme-Romance,66,73661,終わりのセラフ,Owari no Seraph
6728,15,Demons,Cast-Traits,65,73661,終わりのセラフ,Owari no Seraph
6729,252,Revenge,Theme-Drama,52,73661,終わりのセラフ,Owari no Seraph
6730,46,School,Setting-Scene,25,73661,終わりのセラフ,Owari no Seraph
6731,207,Full Color,Technical,60,70345,닥터 프로스트,Dr. Frost
6732,165,Teacher,Cast-Traits,50,70345,닥터 프로스트,Dr. Frost
6733,82,Male Protagonist,Cast-Main Cast,40,70345,닥터 프로스트,Dr. Frost
6734,193,Episodic,Technical,40,70345,닥터 프로스트,Dr. Frost
6735,404,College,Setting-Scene,40,70345,닥터 프로스트,Dr. Frost
6736,198,Foreign,Setting-Scene,20,70345,닥터 프로스트,Dr. Frost
6737,109,Primarily Adult Cast,Cast-Main Cast,20,70345,닥터 프로스트,Dr. Frost
6738,622,Asexual,Cast-Traits,20,70345,닥터 프로스트,Dr. Frost
6739,779,Kuudere,Cast-Traits,20,70345,닥터 프로스트,Dr. Frost
6740,85,Tragedy,Theme-Drama,20,70345,닥터 프로스트,Dr. Frost
6741,171,Bullying,Theme-Drama,20,70345,닥터 프로스트,Dr. Frost
6742,311,Rehabilitation,Theme-Drama,20,70345,닥터 프로스트,Dr. Frost
6743,50,Seinen,Demographic,20,70345,닥터 프로스트,Dr. Frost
6744,1046,Suicide,Theme-Drama,20,70345,닥터 프로스트,Dr. Frost
6745,648,Crime,Theme-Other,20,70345,닥터 프로스트,Dr. Frost
6746,694,Detective,Cast-Traits,20,70345,닥터 프로스트,Dr. Frost
6747,66,Super Power,Theme-Fantasy,80,69625,カゲロウデイズ,Kagerou Days
6748,321,Urban Fantasy,Setting-Universe,79,69625,カゲロウデイズ,Kagerou Days
6749,105,Ensemble Cast,Cast-Main Cast,70,69625,カゲロウデイズ,Kagerou Days
6750,85,Tragedy,Theme-Drama,65,69625,カゲロウデイズ,Kagerou Days
6751,243,Reincarnation,Theme-Other,50,69625,カゲロウデイズ,Kagerou Days
6752,96,Time Manipulation,Theme-Sci-Fi,50,69625,カゲロウデイズ,Kagerou Days
6753,82,Male Protagonist,Cast-Main Cast,45,69625,カゲロウデイズ,Kagerou Days
6754,53,Shoujo,Demographic,40,69625,カゲロウデイズ,Kagerou Days
6755,282,Hikikomori,Cast-Traits,30,69625,カゲロウデイズ,Kagerou Days
6756,50,Seinen,Demographic,79,55245,続・星守る犬,Zoku Hoshi Mamoru Inu
6757,433,Animals,Theme-Other,66,55245,続・星守る犬,Zoku Hoshi Mamoru Inu
6758,456,Conspiracy,Theme-Drama,79,39738,ひぐらしのなく頃に解 祭囃し編,Higurashi no Naku Koro ni Kai Matsuribayashi-hen
6759,250,Rural,Setting-Scene,79,39738,ひぐらしのなく頃に解 祭囃し編,Higurashi no Naku Koro ni Kai Matsuribayashi-hen
6760,208,Mythology,Theme-Fantasy,79,39738,ひぐらしのなく頃に解 祭囃し編,Higurashi no Naku Koro ni Kai Matsuribayashi-hen
6761,252,Revenge,Theme-Drama,79,39738,ひぐらしのなく頃に解 祭囃し編,Higurashi no Naku Koro ni Kai Matsuribayashi-hen
6762,253,Gods,Cast-Traits,60,39738,ひぐらしのなく頃に解 祭囃し編,Higurashi no Naku Koro ni Kai Matsuribayashi-hen
6763,85,Tragedy,Theme-Drama,80,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6764,250,Rural,Setting-Scene,79,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6765,208,Mythology,Theme-Fantasy,79,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6766,82,Male Protagonist,Cast-Main Cast,79,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6767,46,School,Setting-Scene,60,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6768,84,School Club,Setting-Scene,60,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6769,494,Twins,Cast-Traits,60,31258,ひぐらしのなく頃に綿流し編,Higurashi no Naku Koro ni Watanagashi-hen
6770,145,Work,Setting-Scene,90,30124,AQUA,AQUA
6771,81,Iyashikei,Theme-Slice of Life,88,30124,AQUA,AQUA
6772,86,Primarily Female Cast,Cast-Main Cast,79,30124,AQUA,AQUA
6773,198,Foreign,Setting-Scene,79,30124,AQUA,AQUA
6774,98,Female Protagonist,Cast-Main Cast,66,30124,AQUA,AQUA
6775,56,Shounen,Demographic,46,30124,AQUA,AQUA
6776,355,Aviation,Theme-Other-Vehicle,20,30124,AQUA,AQUA
6777,77,Gender Bending,Theme-Other,97,30023,らんま½,Ranma ½
6778,139,Love Triangle,Theme-Romance,96,30023,らんま½,Ranma ½
6779,99,Henshin,Theme-Fantasy,79,30023,らんま½,Ranma ½
6780,105,Ensemble Cast,Cast-Main Cast,79,30023,らんま½,Ranma ½
6781,30,Martial Arts,Theme-Action,77,30023,らんま½,Ranma ½
6782,46,School,Setting-Scene,73,30023,らんま½,Ranma ½
6783,193,Episodic,Technical,68,30023,らんま½,Ranma ½
6784,56,Shounen,Demographic,64,30023,らんま½,Ranma ½
6785,404,College,Setting-Scene,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6786,207,Full Color,Technical,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6787,98,Female Protagonist,Cast-Main Cast,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6788,198,Foreign,Setting-Scene,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6789,84,School Club,Setting-Scene,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6790,139,Love Triangle,Theme-Romance,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6791,1045,Heterosexual,Theme-Romance,20,104533,바른연애 길잡이,Bareunyeonae Giljabi
6792,29,Magic,Theme-Fantasy,80,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6793,53,Shoujo,Demographic,80,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6794,321,Urban Fantasy,Setting-Universe,79,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6795,98,Female Protagonist,Cast-Main Cast,70,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6796,483,LGBTQ+ Themes,Theme-Other,66,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6797,536,Dissociative Identities,Cast-Traits,60,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6798,46,School,Setting-Scene,60,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6799,96,Time Manipulation,Theme-Sci-Fi,60,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6800,294,Bisexual,Theme-Romance,53,87296,カードキャプターさくら クリアカード編,Cardcaptor Sakura: Clear Card-hen
6801,244,Isekai,Theme-Fantasy,89,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6802,456,Conspiracy,Theme-Drama,83,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6803,254,Kemonomimi,Cast-Traits,78,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6804,50,Seinen,Demographic,76,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6805,247,Slavery,Theme-Other,66,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6806,104,Anti-Hero,Cast-Main Cast,64,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6807,252,Revenge,Theme-Drama,60,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6808,171,Bullying,Theme-Drama,55,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6809,29,Magic,Theme-Fantasy,53,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6810,15,Demons,Cast-Traits,26,85743,盾の勇者の成り上がり,Tate no Yuusha no Nariagari
6811,30,Martial Arts,Theme-Action,60,74711,封神纪3,Feng Shen Ji III
6812,111,War,Theme-Other,60,74711,封神纪3,Feng Shen Ji III
6813,253,Gods,Cast-Traits,60,74711,封神纪3,Feng Shen Ji III
6814,82,Male Protagonist,Cast-Main Cast,50,74711,封神纪3,Feng Shen Ji III
6815,25,Historical,Setting-Time,20,74711,封神纪3,Feng Shen Ji III
6816,56,Shounen,Demographic,79,53627,弱虫ペダル,Yowamushi Pedal
6817,151,Cycling,Theme-Game-Sport,79,53627,弱虫ペダル,Yowamushi Pedal
6818,84,School Club,Setting-Scene,50,53627,弱虫ペダル,Yowamushi Pedal
6819,46,School,Setting-Scene,20,53627,弱虫ペダル,Yowamushi Pedal
6820,88,Primarily Male Cast,Cast-Main Cast,20,53627,弱虫ペダル,Yowamushi Pedal
6821,75,Boys' Love,Theme-Romance,100,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6822,145,Work,Setting-Scene,80,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6823,153,Time Skip,Setting-Time,79,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6824,82,Male Protagonist,Cast-Main Cast,79,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6825,109,Primarily Adult Cast,Cast-Main Cast,53,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6826,164,Tsundere,Cast-Traits,20,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6827,27,Josei,Demographic,20,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6828,483,LGBTQ+ Themes,Theme-Other,20,40573,世界一初恋 ~小野寺律の場合~,Sekaiichi Hatsukoi: Onodera Ritsu no Baai
6829,100,Nudity,Cast-Traits,86,33868,シグルイ,Shigurui
6830,43,Swordplay,Theme-Action,80,33868,シグルイ,Shigurui
6831,85,Tragedy,Theme-Drama,79,33868,シグルイ,Shigurui
6832,94,Gore,Theme-Other,75,33868,シグルイ,Shigurui
6833,291,Samurai,Cast-Traits,75,33868,シグルイ,Shigurui
6834,25,Historical,Setting-Time,72,33868,シグルイ,Shigurui
6835,82,Male Protagonist,Cast-Main Cast,72,33868,シグルイ,Shigurui
6836,50,Seinen,Demographic,64,33868,シグルイ,Shigurui
6837,109,Primarily Adult Cast,Cast-Main Cast,64,33868,シグルイ,Shigurui
6838,155,Rape,Sexual Content,20,33868,シグルイ,Shigurui
6839,30,Martial Arts,Theme-Action,20,33868,シグルイ,Shigurui
6840,870,Cannibalism,Theme-Other,20,33868,シグルイ,Shigurui
6841,50,Seinen,Demographic,100,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6842,391,Philosophy,Theme-Other,84,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6843,104,Anti-Hero,Cast-Main Cast,76,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6844,103,Politics,Theme-Other,73,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6845,94,Gore,Theme-Other,72,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6846,285,Terrorism,Theme-Other,71,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6847,648,Crime,Theme-Other,64,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6848,100,Nudity,Cast-Traits,55,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6849,276,Kaiju,Theme-Fantasy,54,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6850,85,Tragedy,Theme-Drama,53,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6851,456,Conspiracy,Theme-Drama,40,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6852,186,Crossdressing,Cast-Traits,20,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6853,586,Cult,Theme-Other-Organisations,20,31408,ザ・ワールド・イズ・マイン,The World Is Mine
6854,253,Gods,Cast-Traits,80,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6855,82,Male Protagonist,Cast-Main Cast,75,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6856,96,Time Manipulation,Theme-Sci-Fi,70,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6857,208,Mythology,Theme-Fantasy,70,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6858,29,Magic,Theme-Fantasy,70,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6859,207,Full Color,Technical,66,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6860,143,Survival,Theme-Other,65,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6861,93,Post-Apocalyptic,Setting-Universe,60,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6862,615,Death Game,Theme-Other,20,138222,신과 함께 레벨업,Singwa Hamkke Level Up
6863,488,Age Regression,Cast-Traits,79,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6864,96,Time Manipulation,Theme-Sci-Fi,60,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6865,29,Magic,Theme-Fantasy,60,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6866,207,Full Color,Technical,50,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6867,98,Female Protagonist,Cast-Main Cast,50,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6868,25,Historical,Setting-Time,40,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6869,139,Love Triangle,Theme-Romance,20,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6870,365,Memory Manipulation,Theme-Other,20,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6871,103,Politics,Theme-Other,20,131263,"황녀, 반역자를 각인시키다","Hwangnyeo, Banyeokjareul Gaginsikida"
6872,75,Boys' Love,Theme-Romance,80,130116,녹색전상,Noksaekjeonsang
6873,207,Full Color,Technical,79,130116,녹색전상,Noksaekjeonsang
6874,107,Mafia,Theme-Other-Organisations,73,130116,녹색전상,Noksaekjeonsang
6875,809,Skateboarding,Theme-Game-Sport,96,129672,SK∞ エスケーエイト,SK∞
6876,264,Athletics,Theme-Game-Sport,85,129672,SK∞ エスケーエイト,SK∞
6877,82,Male Protagonist,Cast-Main Cast,82,129672,SK∞ エスケーエイト,SK∞
6878,88,Primarily Male Cast,Cast-Main Cast,70,129672,SK∞ エスケーエイト,SK∞
6879,53,Shoujo,Demographic,20,129672,SK∞ エスケーエイト,SK∞
6880,207,Full Color,Technical,68,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6881,98,Female Protagonist,Cast-Main Cast,66,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6882,772,Shapeshifting,Theme-Fantasy,65,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6883,433,Animals,Theme-Other,60,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6884,1045,Heterosexual,Theme-Romance,60,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6885,25,Historical,Setting-Time,40,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6886,164,Tsundere,Cast-Traits,20,127868,"곱게 키웠더니, 짐승","Gopge Kiwotdeoni, Jimseung"
6887,253,Gods,Cast-Traits,97,111434,原神PROJECT,Yuanshen PROJECT
6888,207,Full Color,Technical,88,111434,原神PROJECT,Yuanshen PROJECT
6889,29,Magic,Theme-Fantasy,86,111434,原神PROJECT,Yuanshen PROJECT
6890,105,Ensemble Cast,Cast-Main Cast,82,111434,原神PROJECT,Yuanshen PROJECT
6891,308,Video Games,Theme-Game,65,111434,原神PROJECT,Yuanshen PROJECT
6892,179,Witch,Cast-Traits,55,111434,原神PROJECT,Yuanshen PROJECT
6893,53,Shoujo,Demographic,90,109921,消えた初恋,Kieta Hatsukoi
6894,139,Love Triangle,Theme-Romance,90,109921,消えた初恋,Kieta Hatsukoi
6895,483,LGBTQ+ Themes,Theme-Other,77,109921,消えた初恋,Kieta Hatsukoi
6896,75,Boys' Love,Theme-Romance,72,109921,消えた初恋,Kieta Hatsukoi
6897,294,Bisexual,Theme-Romance,70,109921,消えた初恋,Kieta Hatsukoi
6898,281,Surreal Comedy,Theme-Comedy,70,109921,消えた初恋,Kieta Hatsukoi
6899,46,School,Setting-Scene,55,109921,消えた初恋,Kieta Hatsukoi
6900,240,Amnesia,Cast-Traits,85,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6901,50,Seinen,Demographic,80,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6902,536,Dissociative Identities,Cast-Traits,79,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6903,106,Gangs,Theme-Other-Organisations,55,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6904,100,Nudity,Cast-Traits,20,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6905,639,Body Horror,Theme-Other,20,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
6906,1052,Adoption,Theme-Other,20,106867,親愛なる僕へ殺意をこめて,Shinai naru Boku e Satsui wo Komete
